(30, 6, 10, 22, 11),
(70, 6, 10, 29, 15),
(30, 9, 10, 21, 11),
(70, 8, 11, 48, 24),
(40, 7, 11, 19, 10),
(50, 5, 10, 14, 7),
(70, 6, 11, 33, 17),
(100, 7, 11, 15, 9),
(90, 7, 10, 29, 15),
(60, 6, 11, 20, 12),
(80, 7, 11, 23, 12),
(100, 5, 11, 10, 8),
(30, 8, 10, 15, 8),
(80, 9, 10, 38, 19),
(30, 10, 10, 23, 12),
(80, 10, 10, 54, 27),
(80, 6, 10, 31, 16),
(60, 6, 10, 22, 11),
(30, 9, 10, 22, 11),
(80, 7, 10, 37, 19),
(60, 9, 10, 31, 16),
(80, 10, 10, 58, 29),
(100, 8, 10, 54, 27),
(30, 7, 11, 15, 8),
(60, 7, 10, 22, 11),
(60, 10, 10, 43, 22),
(30, 7, 11, 18, 9),
(30, 10, 10, 19, 10),
(90, 6, 10, 25, 13),
(50, 7, 10, 17, 9),
(90, 6, 10, 22, 11),
(40, 6, 11, 24, 12),
(90, 9, 10, 66, 33),
(60, 8, 10, 41, 21),
(70, 8, 11, 42, 21),
(40, 7, 11, 21, 11),
(60, 5, 11, 17, 9),
(100, 10, 11, 61, 31),
(100, 6, 11, 34, 17),
(80, 6, 11, 26, 13),
(50, 9, 10, 33, 17),
(30, 8, 10, 19, 10),
(80, 8, 10, 51, 26),
(90, 10, 10, 58, 29),
(70, 10, 10, 56, 28),
(70, 7, 10, 17, 9),
(50, 8, 11, 41, 21),
(90, 5, 10, 12, 8),
(40, 9, 10, 26, 13),
(50, 6, 10, 21, 11),
(80, 5, 10, 13, 8),
(100, 5, 11, 11, 9),
(70, 5, 12, 13, 8),
(40, 6, 11, 18, 9),
(50, 6, 10, 16, 10),
(60, 7, 11, 30, 15),
(50, 5, 10, 12, 7),
(90, 10, 10, 62, 31),
(50, 10, 10, 37, 19),
(50, 9, 10, 43, 22),
(40, 9, 10, 24, 12),
(50, 7, 11, 14, 7),
(40, 10, 10, 11, 6),
(90, 8, 10, 36, 18),
(40, 8, 10, 19, 10),
(70, 6, 11, 46, 23),
(100, 6, 10, 22, 16),
(70, 6, 10, 22, 11),
(100, 7, 11, 53, 27),
(50, 5, 10, 14, 10),
(60, 5, 10, 16, 9),
(90, 5, 11, 11, 8),
(70, 5, 11, 11, 8),
(60, 8, 10, 36, 18),
(100, 10, 10, 59, 30),
(30, 6, 11, 18, 9),
(60, 6, 10, 17, 11),
(60, 10, 10, 42, 21),
(80, 9, 10, 42, 21),
(40, 7, 10, 24, 12),
(80, 5, 11, 15, 8),
(90, 7, 10, 46, 23),
(40, 10, 10, 28, 14),
(40, 8, 10, 28, 14),
(70, 7, 10, 40, 20),
(60, 6, 10, 18, 9),
(100, 7, 11, 40, 23),
(90, 8, 11, 46, 23),
(40, 6, 10, 22, 11),
(30, 6, 10, 19, 10),
(70, 9, 10, 42, 21),
(100, 9, 10, 60, 30),
(80, 8, 10, 24, 13),
(70, 10, 10, 47, 24),
(50, 8, 10, 30, 15),
(70, 8, 11, 33, 17),
(100, 5, 10, 11, 9),
(80, 6, 10, 17, 9),
(30, 9, 10, 20, 10),
(70, 9, 10, 49, 25),
(30, 7, 11, 23, 12),
(90, 6, 10, 37, 19),
(50, 10, 10, 29, 15),
(100, 6, 11, 25, 20),
(80, 6, 10, 24, 12),
(60, 5, 11, 11, 7),
(50, 7, 10, 19, 10),
(80, 7, 10, 31, 16),
(100, 8, 10, 34, 17),
(60, 7, 10, 25, 13),
(40, 7, 10, 29, 15),
(60, 9, 10, 43, 22),
(70, 8, 11, 36, 18),
(90, 5, 10, 10, 8),
(70, 5, 11, 12, 9),
(100, 9, 10, 76, 38),
(90, 6, 11, 25, 13),
(40, 6, 11, 18, 9),
(30, 10, 10, 27, 14),
(50, 8, 11, 14, 7),
(90, 7, 11, 26, 13),
(70, 7, 10, 33, 17),
(60, 8, 10, 22, 15),
(60, 5, 10, 13, 8),
(70, 6, 11, 25, 13),
(100, 5, 11, 11, 8),
(50, 6, 11, 21, 11),
(70, 5, 10, 14, 8),
(30, 8, 10, 18, 9),
(60, 7, 11, 32, 16),
(30, 10, 10, 26, 13),
(30, 6, 10, 16, 8),
(90, 5, 10, 14, 8),
(70, 6, 10, 14, 8),
(50, 6, 11, 15, 8),
(30, 9, 10, 25, 13),
(50, 5, 10, 14, 7),
(90, 9, 10, 48, 24),
(80, 9, 10, 42, 21),
(60, 6, 10, 26, 13),
(60, 9, 10, 32, 16),
(80, 7, 11, 23, 12),
(80, 8, 10, 47, 24),
(40, 9, 10, 26, 13),
(100, 7, 11, 30, 15),
(100, 8, 10, 63, 32),
(80, 5, 11, 14, 8),
(50, 9, 10, 38, 19),
(30, 8, 11, 20, 10),
(40, 6, 10, 19, 10),
(60, 6, 10, 20, 11),
(100, 10, 11, 27, 17),
(40, 8, 10, 19, 10),
(30, 7, 11, 22, 11),
(40, 9, 10, 28, 14),
(50, 7, 11, 15, 8),
(30, 7, 11, 18, 9),
(80, 6, 10, 42, 21),
(100, 7, 11, 36, 18),
(100, 5, 10, 10, 9),
(90, 8, 10, 59, 30),
(40, 10, 10, 27, 14),
(90, 7, 10, 44, 22),
(60, 8, 10, 45, 23),
(70, 7, 10, 41, 21),
(90, 8, 11, 30, 21),
(90, 9, 10, 33, 17),
(50, 9, 10, 38, 19),
(70, 8, 11, 22, 11),
(90, 6, 10, 27, 15),
(70, 5, 11, 14, 9),
(40, 7, 10, 21, 11),
(50, 8, 10, 39, 20),
(80, 5, 11, 13, 8),
(80, 6, 10, 26, 13),
(60, 10, 10, 44, 22),
(100, 6, 11, 30, 15),
(50, 7, 10, 16, 8),
(40, 7, 11, 26, 13),
(80, 7, 10, 28, 14),
(100, 6, 11, 21, 13),
(30, 6, 10, 18, 9),
(60, 7, 10, 40, 20),
(30, 9, 10, 21, 11),
(40, 6, 11, 13, 10),
(80, 10, 10, 55, 28),
(90, 6, 10, 30, 15),
(100, 5, 10, 10, 8),
(50, 10, 10, 27, 14),
(50, 8, 11, 17, 9),
(90, 5, 11, 11, 8),
(60, 5, 10, 13, 8),
(80, 8, 10, 21, 11),
(70, 8, 11, 22, 16),
(50, 6, 10, 34, 17),
(40, 8, 11, 29, 15),
(70, 5, 11, 11, 8),
(70, 6, 11, 22, 15),
(70, 6, 10, 38, 19),
(60, 6, 10, 22, 11),
(70, 10, 10, 54, 27),
(50, 6, 10, 18, 9),
(70, 7, 10, 28, 14),
(60, 7, 11, 27, 14),
(50, 5, 10, 14, 8),
(70, 9, 10, 47, 24),
(30, 7, 11, 15, 8),
(80, 9, 10, 43, 22),
(70, 9, 10, 43, 22),
(40, 6, 10, 12, 7),
(30, 8, 10, 25, 13),
(60, 6, 10, 21, 11),
(80, 5, 10, 12, 8),
(60, 10, 10, 29, 16),
(80, 10, 10, 52, 26),
(60, 9, 10, 30, 15),
(80, 7, 10, 35, 18),
(50, 10, 10, 36, 18),
(100, 5, 10, 10, 9),
(90, 7, 10, 28, 14),
(50, 7, 10, 22, 11),
(60, 8, 10, 46, 23),
(30, 9, 10, 19, 10),
(30, 8, 10, 15, 8),
(100, 7, 11, 32, 16),
(90, 10, 10, 23, 12),
(40, 8, 10, 26, 13),
(30, 10, 10, 20, 10),
(60, 5, 11, 11, 7),
(100, 8, 10, 50, 25),
(80, 6, 10, 15, 8),
(90, 5, 11, 10, 9),
(30, 7, 11, 19, 10),
(30, 10, 10, 21, 11),
(50, 5, 10, 14, 7),
(40, 9, 10, 24, 12),
(100, 9, 10, 70, 35),
(90, 10, 10, 63, 32),
(100, 7, 11, 36, 18),
(90, 6, 10, 28, 14),
(70, 5, 11, 13, 8),
(80, 5, 11, 12, 9),
